StreetName,buldingNr,apartmentNr,postalCode,city,district
Dworska,9,,05-230,Kobyłka, 
Ejtnera,9,,05-230,Kobyłka, 
Franciszka Żwirki i Stanisława Wigury,9,,05-230,Kobyłka, 
Francuska,9,,05-230,Kobyłka, 
Fryderyka Chopina,9,,05-230,Kobyłka, 
Gabriela Narutowicza,9,,05-230,Kobyłka, 
Generała Władysława Andersa,9,,05-230,Kobyłka, 
Generała Zygmunta Bohusza-Szyszko,9,,05-230,Kobyłka, 
Gospodarcza,9,,05-230,Kobyłka, 
Graniczna,9,,05-230,Kobyłka, 
Henryka Wieniawskiego,9,,05-230,Kobyłka, 
Jagodowa,9,,05-230,Kobyłka, 
Janusza Korczaka,9,,05-230,Kobyłka, 
Jazłowiecka,9,,05-230,Kobyłka, 
Juliana Ursyna Niemcewicza,9,,05-230,Kobyłka, 
Karola Olszewskiego,9,,05-230,Kobyłka, 
Kazimierza Przerwy-Tetmajera,9,,05-230,Kobyłka, 
Kazimierza Pułaskiego,9,,05-230,Kobyłka, 
Kościelna,9,,05-230,Kobyłka, 
Kraszewska,9,,05-230,Kobyłka, 
Krechowiecka,9,,05-230,Kobyłka, 
Królewska,9,,05-230,Kobyłka, 
Królowej Marysieńki,9,,05-230,Kobyłka, 
Księcia Józefa Poniatowskiego,9,,05-230,Kobyłka, 
Księdza Augustyna Kordeckiego,9,,05-230,Kobyłka, 
Księdza Franciszka Marmo,9,,05-230,Kobyłka, 
Księdza Ignacego Krasickiego,9,,05-230,Kobyłka, 
Legionów Polskich,9,,05-230,Kobyłka, 
Leszka,9,,05-230,Kobyłka, 
Leśna,9,,05-230,Kobyłka, 
Lipowa,9,,05-230,Kobyłka, 
Ludwika Solskiego,9,,05-230,Kobyłka, 
Waleriana Łukasińskiego,9,,05-230,Kobyłka, 
Marecka,9,,05-230,Kobyłka, 
Marii Konopnickiej,9,,05-230,Kobyłka, 
Marii Skłodowskiej-Curie,9,,05-230,Kobyłka, 
Nadarzyn,9,,05-230,Kobyłka, 
Nadarzyńska,9,,05-230,Kobyłka, 
Napoleona,9,,05-230,Kobyłka, 
Nowa,9,,05-230,Kobyłka, 
Ogrodowa,9,,05-230,Kobyłka, 
Pana Tadeusza,9,,05-230,Kobyłka, 
Parkowa,9,,05-230,Kobyłka, 
Paschalisa,9,,05-230,Kobyłka, 
Pionierska,9,,05-230,Kobyłka, 
Piotra Wysockiego,9,,05-230,Kobyłka, 
Promienna,9,,05-230,Kobyłka, 
Przyjacielska,9,,05-230,Kobyłka, 
Radzymińska,9,,05-230,Kobyłka, 
Rycerska,9,,05-230,Kobyłka, 
Ręczajska,9,,05-230,Kobyłka, 
Stanisława Moniuszki,9,,05-230,Kobyłka, 
Stanisława Staszica,9,,05-230,Kobyłka, 
Stanisława Szpotańskiego,9,,05-230,Kobyłka, 
Stanisława Wyspiańskiego,9,,05-230,Kobyłka, 
Stefana Okrzei,9,,05-230,Kobyłka, 
Szeroka,9,,05-230,Kobyłka, 
Generała Tadeusza Kościuszki,9,,05-230,Kobyłka, 
Ustronie,9,,05-230,Kobyłka, 
Ułanów,9,,05-230,Kobyłka, 
Walerego Wróblewskiego,9,,05-230,Kobyłka, 
Warszawska,9,,05-230,Kobyłka, 
Wiesławska,9,,05-230,Kobyłka, 
Wincentego Pola,9,,05-230,Kobyłka, 
Wiśniowa,9,,05-230,Kobyłka, 
Bartosza Głowackiego,9,,05-230,Kobyłka, 
Wołomińska,9,,05-230,Kobyłka, 
Wygonowa,9,,05-230,Kobyłka, 
Wąska,9,,05-230,Kobyłka, 
Władysława Stanisława Reymonta,9,,05-230,Kobyłka, 
Władysława Syrokomli,9,,05-230,Kobyłka, 
Zaciszna,9,,05-230,Kobyłka, 
Zegrzyńska,9,,05-230,Kobyłka, 
Złotopolska,9,,05-230,Kobyłka, 
Średnia,9,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,90,,05-230,Kobyłka, 
Mieszka I,90,,05-230,Kobyłka, 
Dojazdowa,91,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,91,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,92,,05-230,Kobyłka, 
Mieszka I,92,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,92A,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,93,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,94,,05-230,Kobyłka, 
Mieszka I,94,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,95,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,96,,05-230,Kobyłka, 
Mieszka I,96,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,96A,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,97,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,98,,05-230,Kobyłka, 
Mieszka I,98,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,99,,05-230,Kobyłka, 
Księdza Marcina Załuskiego,99A,,05-230,Kobyłka, 
11 Listopada,9A,,05-230,Kobyłka, 
Andrzeja Kmicica,9A,,05-230,Kobyłka, 
Brzozowa,9A,,05-230,Kobyłka, 
Franciszka Żwirki i Stanisława Wigury,9A,,05-230,Kobyłka, 
Fryderyka Chopina,6A,,05-230,Kobyłka, 
Gabriela Narutowicza,9A,,05-230,Kobyłka, 
Jana Długosza,9A,,05-230,Kobyłka, 
Kościelna,9A,,05-230,Kobyłka, 
Kraszewska,9A,,05-230,Kobyłka, 
Krzywa,9A,,05-230,Kobyłka, 
Królewska,9A,,05-230,Kobyłka, 
Księdza Augustyna Kordeckiego,9A,,05-230,Kobyłka, 
Księdza Franciszka Marmo,9A,,05-230,Kobyłka, 
Napoleona,9A,,05-230,Kobyłka, 
Ogrodowa,9A,,05-230,Kobyłka, 
Parkowa,9A,,05-230,Kobyłka, 
Pionierska,9A,,05-230,Kobyłka, 
Promienna,9A,,05-230,Kobyłka, 
Przyjacielska,9A,,05-230,Kobyłka, 
Stefana Żeromskiego,9A,,05-230,Kobyłka, 
Generała Tadeusza Kościuszki,9A,,05-230,Kobyłka, 
Ustronie,9A,,05-230,Kobyłka, 
Andrzeja Kmicica,9B,,05-230,Kobyłka, 
Bolesława Prusa,9B,,05-230,Kobyłka, 
Franciszka Żwirki i Stanisława Wigury,9B,,05-230,Kobyłka, 
Jana Długosza,9B,,05-230,Kobyłka, 
Juliana Ursyna Niemcewicza,9B,,05-230,Kobyłka, 
Kraszewska,9B,,05-230,Kobyłka, 
Księdza Augustyna Kordeckiego,9B,,05-230,Kobyłka, 
Ustronie,9B,,05-230,Kobyłka, 
Władysława Łokietka,9B,,05-230,Kobyłka, 
Kościelna,9C,,05-230,Kobyłka, 
Księdza Augustyna Kordeckiego,9C,,05-230,Kobyłka, 
Generała Tadeusza Kościuszki,9C,,05-230,Kobyłka, 
Władysława Łokietka,9F,,05-230,Kobyłka, 
Władysława Łokietka,9G,,05-230,Kobyłka, 
Plac 3 Maja,1,,05-200,Wołomin, 
Aleja Armii Krajowej,1,,05-200,Wołomin, 
Bolesława Chrobrego,1,,05-200,Wołomin, 
Błękitna,1,,05-200,Nowe Lipiny, 
Cicha,1,,05-200,Wołomin, 
Hetmańska,1,,05-200,Majdan, 
Ignacego Prądzyńskiego,1,,05-200,Wołomin, 
Jana Onufrego Zagłoby,1,,05-200,Wołomin, 
Kardynała Stefana Wyszyńskiego,1,,05-200,Cięciwa, 
Kasztanowa,1,,05-200,Nowe Lipiny, 
Kolejowa,1,,05-200,Wołomin, 
Kresowa,1,,05-200,Wołomin, 
Królowej Jadwigi,1,,05-200,Wołomin, 
Litewska,1,,05-200,Wołomin, 
Ludowa,1,,05-200,Wołomin, 
Mazowiecka,1,,05-200,Cięciwa, 
Mieszka I,1,,05-200,Wołomin, 
Mińska,1,,05-200,Majdan, 
Ogrodowa,1,,05-200,Wołomin, 
Poligonowa,1,,05-200,Leśniakowizna, 
Poranek,1,,05-200,Stare Lipiny, 
Południowa,1,,05-200,Majdan, 
Radosna,1,,05-200,Stare Lipiny, 
Rzymska,1,,05-200,Majdan, 
Smugi,1,,05-200,Stare Lipiny, 
Spokojna,1,,05-200,Wołomin, 
Starowiejska,1,,05-200,Wołomin, 
Słowiańska,1,,05-200,Wołomin, 
Tęczowa,1,,05-200,Wołomin, 
Warecka,1,,05-200,Majdan, 
Wiejska,1,,05-200,Wołomin, 
Wiosenna,1,,05-200,Wołomin, 
Wołyńska,1,,05-200,Wołomin, 
Wąska,1,,05-200,Nowe Lipiny, 
Złota,1,,05-200,Wołomin, 
Złotej Góry,1,,05-200,Majdan, 
"Danuty Siedzikówny ""Inki""",10,,05-200,Wołomin, 
Boczna,10,,05-200,Wołomin, 
Bolesława Chrobrego,10,,05-200,Wołomin, 
Duczkowska,10,,05-200,Wołomin, 
Jana Onufrego Zagłoby,10,,05-200,Wołomin, 
Jaroszewska,10,,05-200,Duczki, 
Kardynała Stefana Wyszyńskiego,10,,05-200,Cięciwa, 
Kasztanowa,10,,05-200,Nowe Lipiny, 
Kolonia Gródek,10,,05-200,Wołomin, 
Kolorowa,10,,05-200,Wołomin, 
Krymska,10,,05-230,Ossów, 
Lipińska,10,,05-200,Wołomin, 
Majowa,10,,05-200,Majdan, 
Mazowiecka,10,,05-200,Cięciwa, 
Mieszka I,10,,05-200,Wołomin, 
Mikołaja Kopernika,10,,05-200,Wołomin, 
Mińska,10,,05-200,Majdan, 
Nowa Wieś,10,,05-200,Wołomin, 
Ogrodowa,10,,05-200,Wołomin, 
Racławicka,10,,05-200,Majdan, 
Rycerska,10,,05-200,Wołomin, 
Rzymska,10,,05-200,Majdan, 
Stokrotki,10,,05-200,Duczki, 
Szarych Szeregów,10,,05-200,Wołomin, 
Szumiąca,10,,05-200,Leśniakowizna, 
Słowiańska,10,,05-200,Wołomin, 
Świętojańska,10,,05-200,Stare Lipiny, 
Racławicka,100,,05-200,Majdan, 
,100,,05-200,, 
,100a,,05-200,, 
Generała Tadeusza Jordan-Rozwadowskiego,101,,05-230,Ossów, 
Generała Władysława Sikorskiego,101a,,05-200,Wołomin, 
,101a,,05-200,, 
Racławicka,102,,05-200,Majdan, 
Generała Tadeusza Jordan-Rozwadowskiego,103,,05-230,Ossów, 
Generała Tadeusza Jordan-Rozwadowskiego,103A,,05-230,Ossów, 
,104,,05-200,, 
Aleja Armii Krajowej,105,,05-200,Wołomin, 
Generała Tadeusza Jordan-Rozwadowskiego,105,,05-230,Ossów, 
Legionów,105,,05-200,Wołomin, 
Aleja Armii Krajowej,105a,,05-200,Wołomin, 
Aleja Armii Krajowej,106,,05-200,Wołomin, 
Generała Tadeusza Jordan-Rozwadowskiego,106,,05-230,Ossów, 
Wilhelma Kasprzykiewicza,106,,05-200,Leśniakowizna, 
Generała Tadeusza Jordan-Rozwadowskiego,107,,05-230,Ossów, 
1 Maja,108,,05-200,Wołomin, 
Generała Władysława Sikorskiego,108,,05-200,Wołomin, 
Wilhelma Kasprzykiewicza,108,,05-200,Leśniakowizna, 
Legionów,109,,05-200,Wołomin, 
Jaroszewska,10a,,05-200,Duczki, 
Kresowa,10a,,05-200,Wołomin, 
Lwowska,10a,,05-200,Wołomin, 
Racławicka,10a,,05-200,Majdan, 
Stefana Batorego,10a,,05-200,Wołomin, 
Stokrotki,10a,,05-200,Duczki, 
Wąska,10a,,05-200,Wołomin, 
Jaroszewska,10b,,05-200,Duczki, 
Lwowska,10b,,05-200,Wołomin, 
Stefana Batorego,10b,,05-200,Wołomin, 
,10bl,,05-200,Wołomin, 
Jaroszewska,10c,,05-200,Duczki, 
Jaroszewska,10d,,05-200,Duczki, 
Jaroszewska,10f,,05-200,Duczki, 
Jaroszewska,10j,,05-200,Duczki, 
Jaroszewska,10k,,05-200,Duczki, 
Aleja Nagórna,11,,05-200,Wołomin, 
Aleja Niepodległości,11,,05-200,Stare Lipiny, 
Andrzeja Kmicica,11,,05-200,Wołomin, 
Bohaterów Westerplatte,11,,05-200,Wołomin, 
Jana Onufrego Zagłoby,11,,05-200,Wołomin, 
Kardynała Stefana Wyszyńskiego,11,,05-200,Cięciwa, 
Lipińska,11,,05-200,Wołomin, 
Ludwika Waryńskiego,11,,05-200,Wołomin, 
Marszałkowska,11,,05-200,Wołomin, 
Mińska,11,,05-200,Majdan, 
Poligonowa,11,,05-200,Leśniakowizna, 
Poranek,11,,05-200,Stare Lipiny, 
Racławicka,11,,05-200,Majdan, 
Radosna,11,,05-200,Stare Lipiny, 
Smugi,11,,05-200,Stare Lipiny, 
Suwalska,11,,05-200,Wołomin, 
Słowiańska,11,,05-200,Wołomin, 
Warecka,11,,05-200,Majdan, 
Wiejska,11,,05-200,Wołomin, 
Wojciecha Bartosza Głowackiego,11,,05-200,Wołomin, 
Wołomińska,11,,05-200,Cięciwa, 
Zakładowa,11,,05-200,Wołomin, 
Zielona,11,,05-200,Wołomin, 
,11,,05-200,, 
,11,,05-200,, 
Generała Władysława Sikorskiego,111b,,05-200,Wołomin, 
Generała Władysława Sikorskiego,111c,,05-200,Wołomin, 
Wilhelma Kasprzykiewicza,112,,05-200,Leśniakowizna, 
Generała Tadeusza Jordan-Rozwadowskiego,113,,05-230,Ossów, 
Legionów,114,,05-200,Wołomin, 
,114,,05-200,, 
Aleja Armii Krajowej,115,,05-200,Wołomin, 
Legionów,118,,05-200,Wołomin, 
Dworska,11a,,05-200,Wołomin, 
Generała Władysława Andersa,11a,,05-200,Wołomin, 
Gryczana,11a,,05-200,Wołomin, 
Jana Onufrego Zagłoby,11a,,05-200,Wołomin, 
Jaroszewska,11a,,05-200,Duczki, 
Józefa Orwida,11a,,05-200,Wołomin, 
Krzyżowa,11a,,05-200,Nowe Lipiny, 
Kwitnąca,11a,,05-200,Stare Lipiny, 
Ludwika Waryńskiego,11a,,05-200,Wołomin, 
Radosna,11a,,05-200,Stare Lipiny, 
Wierzbowa,11a,,05-200,Wołomin, 
Jana Onufrego Zagłoby,11b,,05-200,Wołomin, 
Radosna,11b,,05-200,Stare Lipiny, 
,11bl,,05-200,Wołomin, 
Dworska,11C,,05-200,Wołomin, 
Dworska,11D,,05-200,Wołomin, 
Adama Mickiewicza,12,,05-200,Wołomin, 
Batalionów Chłopskich,12,,05-200,Nowe Lipiny, 
Białostocka,12,,05-200,Wołomin, 
Boczna,12,,05-200,Wołomin, 
Błotna,12,,05-200,Wołomin, 
Ciasna,12,,05-200,Wołomin, 
Generała Władysława Andersa,12,,05-200,Wołomin, 
Hetmana Stanisława Żółkiewskiego,12,,05-200,Wołomin, 
Jaroszewska,12,,05-200,Duczki, 
Kardynała Stefana Wyszyńskiego,12,,05-200,Cięciwa, 
Krymska,12,,05-230,Ossów, 
Laskowa,12,,05-200,Wołomin, 
Lipiny Kąty,12,,05-200,Wołomin, 
Mieszka I,12,,05-200,Wołomin, 
Ogrodowa,12,,05-200,Wołomin, 
Pogodna,12,,05-200,Nowe Lipiny, 
Poprzeczna,12,,05-200,Nowe Lipiny, 
Racławicka,12,,05-200,Majdan, 
Republikańska,12,,05-200,Wołomin, 
Rzymska,12,,05-200,Majdan, 
Spokojna,12,,05-200,Wołomin, 
Stokrotki,12,,05-200,Duczki, 
Szosa Jadowska,12,,05-200,Nowe Lipiny, 
Szumiąca,12,,05-200,Leśniakowizna, 
Tęczowa,12,,05-200,Wołomin, 
Zakładowa,12,,05-200,Wołomin, 
Średnia,12,,05-200,Wołomin, 
,12,,05-200,, 
Legionów,120,,05-200,Wołomin, 
Stanisława Matarewicza,121,,05-230,Ossów, 
Racławicka,122,,05-200,Majdan, 
Generała Tadeusza Jordan-Rozwadowskiego,123,,05-230,Ossów, 
Lipińska,124,,05-200,Wołomin, 
Racławicka,124,,05-200,Majdan, 
Lipińska,126,,05-200,Wołomin, 
Legionów,126a,,05-200,Wołomin, 
Generała Tadeusza Jordan-Rozwadowskiego,127,,05-230,Ossów, 
Generała Tadeusza Jordan-Rozwadowskiego,127a,,05-230,Ossów, 
Legionów,128,,05-200,Wołomin, 
Legionów,128a,,05-200,Wołomin, 
Lipińska,128a,,05-200,Wołomin, 
Racławicka,128b,,05-200,Majdan, 
Racławicka,128c,,05-200,Majdan, 
Racławicka,128d,,05-200,Majdan, 
Generała Tadeusza Jordan-Rozwadowskiego,129,,05-230,Ossów, 
Ciasna,12a,,05-200,Wołomin, 
Hetmana Stanisława Żółkiewskiego,12a,,05-200,Wołomin, 
Lipińska,12a,,05-200,Wołomin, 
Mieszka I,12a,,05-200,Wołomin, 
Republikańska,12a,,05-200,Wołomin, 
Kobyłkowska,12b,,05-200,Wołomin, 
,12bl,,05-200,Wołomin, 
Jaroszewska,12c,,05-200,Duczki, 
Jaroszewska,12d,,05-200,Duczki, 
Aleja Armii Krajowej,13,,05-200,Wołomin, 
Aleja Niepodległości,13,,05-200,Stare Lipiny, 
Andrzeja Kmicica,13,,05-200,Wołomin, 
Batalionów Chłopskich,13,,05-200,Nowe Lipiny, 
Błońska,13,,05-200,Wołomin, 
Graniczna,13,,05-200,Wołomin, 
Krzyżowa,13,,05-200,Nowe Lipiny, 
Królowej Jadwigi,13,,05-200,Wołomin, 
Kwitnąca,13,,05-200,Stare Lipiny, 
Lipiny Kąty,13,,05-200,Wołomin, 
Józefa Piłsudskiego,13,,05-200,Wołomin, 
Mazowiecka,13,,05-200,Cięciwa, 
Poligonowa,13,,05-200,Leśniakowizna, 
Poprzeczna,13,,05-200,Nowe Lipiny, 
Poranek,13,,05-200,Stare Lipiny, 
Racławicka,13,,05-200,Majdan, 
Smugi,13,,05-200,Stare Lipiny, 
Słowiańska,13,,05-200,Wołomin, 
Generała Tadeusza Jordan-Rozwadowskiego,130,,05-230,Ossów, 
Lipińska,130,,05-200,Wołomin, 
Wilhelma Kasprzykiewicza,130,,05-200,Leśniakowizna, 
,130,,05-200,, 
Lipińska,130a,,05-200,Wołomin, 
Aleja Niepodległości,131,,05-200,Stare Lipiny, 
Legionów,132,,05-200,Wołomin, 
Aleja Armii Krajowej,133,,05-200,Wołomin, 
Aleja Niepodległości,133,,05-200,Stare Lipiny, 
Legionów,134,,05-200,Wołomin, 
Lipińska,134b,,05-200,Wołomin, 
Aleja Niepodległości,135,,05-200,Stare Lipiny, 
Stanisława Matarewicza,135,,05-230,Ossów, 
Generała Tadeusza Jordan-Rozwadowskiego,136,,05-230,Ossów, 
Lipińska,136,,05-200,Wołomin, 
Aleja Niepodległości,137,,05-200,Stare Lipiny, 
Wilhelma Kasprzykiewicza,137,,05-200,Leśniakowizna, 
Generała Tadeusza Jordan-Rozwadowskiego,138,,05-230,Ossów, 
Stanisława Matarewicza,139,,05-230,Ossów, 
Cementowa,13a,,05-200,Wołomin, 
Dworska,13a,,05-200,Wołomin, 
Kresowa,13a,,05-200,Wołomin, 
Krzyżowa,13a,,05-200,Nowe Lipiny, 
Lipiny Kąty,13a,,05-200,Wołomin, 
Radosna,13a,,05-200,Stare Lipiny, 
Aleja Armii Krajowej,13b,,05-200,Wołomin, 
Kresowa,13b,,05-200,Wołomin, 
,13bl,,05-200,Wołomin, 
Aleja Armii Krajowej,13c,,05-200,Wołomin, 
Dworska,13c,,05-200,Wołomin, 
Aleja Armii Krajowej,13d,,05-200,Wołomin, 
Aleja Armii Krajowej,13e,,05-200,Wołomin, 
Aleja Nagórna,14,,05-200,Wołomin, 
Białostocka,14,,05-200,Wołomin, 
Boczna,14,,05-200,Wołomin, 
Błotna,14,,05-200,Wołomin, 
Ciasna,14,,05-200,Wołomin, 
Czwartaków,14,,05-200,Wołomin, 
Dworska,14,,05-200,Wołomin, 
Hetmana Stanisława Żółkiewskiego,14,,05-200,Wołomin, 
Hetmańska,14,,05-200,Majdan, 
Jaroszewska,14,,05-200,Duczki, 
Krymska,14,,05-230,Ossów, 
Laskowa,14,,05-200,Wołomin, 
Józefa Piłsudskiego,14,,05-200,Wołomin, 
Mazowiecka,14,,05-200,Cięciwa, 
Mieszka I,14,,05-200,Wołomin, 
Ogrodowa,14,,05-200,Wołomin, 
Ossowska,14,,05-200,Wołomin, 
Pomorska,14,,05-200,Wołomin, 
Republikańska,14,,05-200,Wołomin, 
Szosa Jadowska,14,,05-200,Nowe Lipiny, 
Szumiąca,14,,05-200,Leśniakowizna, 
Zakładowa,14,,05-200,Wołomin, 
Średnia,14,,05-200,Wołomin, 
Świerkowa,14,,05-200,Wołomin, 
,14,,05-200,, 
Mariańska,14/16,,05-200,Wołomin, 
Generała Tadeusza Jordan-Rozwadowskiego,140,,05-230,Ossów, 
Lipińska,140,,05-200,Wołomin, 
Wilhelma Kasprzykiewicza,140,,05-200,Leśniakowizna, 
Władysława Broniewskiego,140,,05-230,Ossów, 
Lipińska,142a,,05-200,Wołomin, 
Lipińska,144,,05-200,Wołomin, 
Władysława Broniewskiego,144,,05-230,Ossów, 
,144,,05-200,, 
Aleja Armii Krajowej,145,,05-200,Wołomin, 
Lipińska,146,,05-200,Wołomin, 
Wilhelma Kasprzykiewicza,146,,05-200,Leśniakowizna, 
Lipińska,146a,,05-200,Wołomin, 
Władysława Broniewskiego,148,,05-230,Ossów, 
Wilhelma Kasprzykiewicza,149,,05-200,Leśniakowizna, 
Błotna,14a,,05-200,Wołomin, 
Gdyńska,14a,,05-200,Wołomin, 
Lipiny Kąty,14a,,05-200,Wołomin, 
Mieszka I,14a,,05-200,Wołomin, 
Parkowa,14a,,05-200,Wołomin, 
Poprzeczna,14a,,05-200,Nowe Lipiny, 
Republikańska,14a,,05-200,Wołomin, 
Spokojna,14a,,05-200,Wołomin, 
Wąska,14a,,05-200,Wołomin, 
Średnia,14a,,05-200,Wołomin, 
Błotna,14b,,05-200,Wołomin, 
Mieszka I,14b,,05-200,Wołomin, 
,14bl,,05-200,Wołomin, 
Błotna,14c,,05-200,Wołomin, 
Mieszka I,14c,,05-200,Wołomin, 
Nowa Wieś,14d,,05-200,Wołomin, 
Nowa Wieś,14e,,05-200,Wołomin, 
Aleja Armii Krajowej,15,,05-200,Wołomin, 
Aleja Nagórna,15,,05-200,Wołomin, 
Batalionów Chłopskich,15,,05-200,Nowe Lipiny, 
Białostocka,15,,05-200,Wołomin, 
Błońska,15,,05-200,Wołomin, 
Generała Władysława Andersa,15,,05-200,Wołomin, 
Generała Władysława Sikorskiego,15,,05-200,Wołomin, 
Graniczna,15,,05-200,Wołomin, 
Górna,15,,05-200,Nowe Lipiny, 
Jaroszewska,15,,05-200,Duczki, 
Kasztanowa,15,,05-200,Nowe Lipiny, 
Kobyłkowska,15,,05-200,Wołomin, 
Królowej Jadwigi,15,,05-200,Wołomin, 
Laskowa,15,,05-200,Wołomin, 
Mińska,15,,05-200,Majdan, 
Poprzeczna,15,,05-200,Nowe Lipiny, 
Poranek,15,,05-200,Stare Lipiny, 
Racławicka,15,,05-200,Majdan, 
Smugi,15,,05-200,Stare Lipiny, 
Spokojna,15,,05-200,Wołomin, 
Stokrotki,15,,05-200,Duczki, 
Szosa Jadowska,15,,05-200,Wołomin, 
Wołomińska,15,,05-200,Cięciwa, 
Zakładowa,15,,05-200,Wołomin, 
,15,,05-200,, 
,15,,05-200,, 
Wilhelma Kasprzykiewicza,151,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,152,,05-200,Leśniakowizna, 
Lipińska,154,,05-200,Wołomin, 
Wilhelma Kasprzykiewicza,155,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,155a,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,156,,05-200,Leśniakowizna, 
Lipińska,156a,,05-200,Wołomin, 
Lipińska,158,,05-200,Wołomin, 
1 Maja,15a,,05-200,Wołomin, 
Błotna,15a,,05-200,Wołomin, 
Smugi,15a,,05-200,Stare Lipiny, 
Warszawska,15a,,05-200,Wołomin, 
,15a,,05-200,, 
,15bl,,05-200,Wołomin, 
Warszawska,15c,,05-200,Wołomin, 
Warszawska,15d,,05-200,Wołomin, 
Warszawska,15e,,05-200,Wołomin, 
Andrzeja Kmicica,16,,05-200,Wołomin, 
Boczna,16,,05-200,Wołomin, 
Ciasna,16,,05-200,Wołomin, 
Górna,16,,05-200,Nowe Lipiny, 
Jana Skrzetuskiego,16,,05-200,Wołomin, 
Krymska,16,,05-230,Ossów, 
Laskowa,16,,05-200,Wołomin, 
Lipiny Kąty,16,,05-200,Wołomin, 
Ludwika Waryńskiego,16,,05-200,Wołomin, 
Mieszka I,16,,05-200,Wołomin, 
Mikołaja Kopernika,16,,05-200,Wołomin, 
Poligonowa,16,,05-200,Leśniakowizna, 
Pomorska,16,,05-200,Wołomin, 
Racławicka,16,,05-200,Majdan, 
Spokojna,16,,05-200,Wołomin, 
Stokrotki,16,,05-200,Duczki, 
Szosa Jadowska,16,,05-200,Nowe Lipiny, 
Tęczowa,16,,05-200,Wołomin, 
Wesoła,16,,05-200,Wołomin, 
Wojciecha Bartosza Głowackiego,16,,05-200,Wołomin, 
,16,,05-200,, 
Wilhelma Kasprzykiewicza,160,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,161,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,162,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,163,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,163a,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,169,,05-200,Leśniakowizna, 
Mieczysława Sasina,16a,,05-200,Wołomin, 
Wołomińska,16a,,05-200,Wołomin, 
Gryczana,16b,,05-200,Wołomin, 
,16bl,,05-200,Wołomin, 
Sokola,16c,,05-200,Wołomin, 
Sokola,16e,,05-200,Wołomin, 
Sokola,16f,,05-200,Wołomin, 
Aleja Armii Krajowej,17,,05-200,Wołomin, 
Aleja Nagórna,17,,05-200,Wołomin, 
Błońska,17,,05-200,Wołomin, 
Duczkowska,17,,05-200,Wołomin, 
Ignacego Prądzyńskiego,17,,05-200,Wołomin, 
Kasztanowa,17,,05-200,Nowe Lipiny, 
Kobyłkowska,17,,05-200,Wołomin, 
Kwitnąca,17,,05-200,Stare Lipiny, 
Mazowiecka,17,,05-200,Cięciwa, 
Mazowiecka,17,,05-200,Wołomin, 
Mieczysława Sasina,17,,05-200,Wołomin, 
Ogrodowa,17,,05-200,Wołomin, 
Poprzeczna,17,,05-200,Nowe Lipiny, 
Poranek,17,,05-200,Stare Lipiny, 
Racławicka,17,,05-200,Majdan, 
Stokrotki,17,,05-200,Duczki, 
Szosa Jadowska,17,,05-200,Wołomin, 
Wiosenna,17,,05-200,Wołomin, 
Złota,17,,05-200,Wołomin, 
,17,,05-200,, 
Wilhelma Kasprzykiewicza,173,,05-200,Leśniakowizna, 
Wilhelma Kasprzykiewicza,175,,05-200,Leśniakowizna, 
1 Maja,17a,,05-200,Wołomin, 
Aleja Armii Krajowej,17a,,05-200,Wołomin, 
Duczkowska,17a,,05-200,Wołomin, 
Hutnicza,17a,,05-200,Wołomin, 
Kwitnąca,17a,,05-200,Stare Lipiny, 
,17a,,05-200,, 
Dworska,18,,05-200,Wołomin, 
Gdyńska,18,,05-200,Wołomin, 
Generała Augusta Emila Fieldorfa,18,,05-200,Wołomin, 
Generała Tadeusza Jordan-Rozwadowskiego,18,,05-230,Ossów, 
Jana Skrzetuskiego,18,,05-200,Wołomin, 
Kwitnąca,18,,05-200,Stare Lipiny, 
Majdańska,18,,05-200,Duczki, 
Mieszka I,18,,05-200,Wołomin, 
Mikołaja Kopernika,18,,05-200,Wołomin, 
Przeskok,18,,05-200,Wołomin, 
Racławicka,18,,05-200,Majdan, 
Republikańska,18,,05-200,Wołomin, 
Stokrotki,18,,05-200,Duczki, 
Szosa Jadowska,18,,05-200,Nowe Lipiny, 
Tęczowa,18,,05-200,Wołomin, 
Wojciecha Bartosza Głowackiego,18,,05-200,Wołomin, 
Zimowa,18,,05-200,Wołomin, 
